BuildingType,Electricity(kBtu),GHGEmissionsIntensity,LargestPropertyUseType,Latitude,ListOfAllPropertyUseTypes,Longitude,NaturalGas(kBtu),Neighborhood,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),TotalGHGEmissions,NumberofBuildings,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),buildingAge
NonResidential,6267781.0,1.08,Office,47.61641,"Office, Parking",-122.34112,0.0,DOWNTOWN,12.0,335.0,Large Office,206000.0,0.0,206000.0,139.5,142.5,2312496.75,222.19,1.0,161000.0,91.0,53.29999924,56.40000153,8580279.0,9075988.0,48.0
NonResidential,39523847.0,0.33,Office,47.61555,"Office, Parking",-122.33582,0.0,DOWNTOWN,36.0,336.0,Large Office,669915.0,154972.0,824887.0,166.8999939,166.1999969,0.0,275.54,1.0,743562.0,97.0,53.20000076,52.90000153,39523852.0,39360016.0,7.0
NonResidential,17733276.0,0.27,Office,47.61516,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",-122.33303,133724.0,DOWNTOWN,16.0,337.0,Large Office,339240.0,141600.0,480840.0,164.6000061,170.1000061,0.0,130.73,1.0,311736.0,94.0,52.70000076,54.40000153,17867002.0,18468776.0,26.0
NonResidential,3554872.0,0.58,Office,47.60266,"Office, Retail Store, Social/Meeting Hall",-122.33332,0.0,DOWNTOWN,7.0,339.0,Small- and Mid-Sized Office,89550.0,0.0,89550.0,141.6000061,148.8000031,348386.8125,51.67,1.0,64712.0,85.0,47.70000076,50.59999847,3903259.75,4135330.5,116.0
NonResidential,4116601.0,0.36,Office,47.60219,"Office, Retail Store",-122.33347,61632.0,DOWNTOWN,6.0,340.0,Small- and Mid-Sized Office,89355.0,0.0,89355.0,145.3999939,145.5,0.0,31.97,1.0,82355.0,66.0,46.79999924,46.90000153,4178233.5,4188308.75,116.0
NonResidential,17384553.0,0.55,Office,47.6036,Office,-122.33288,0.0,DOWNTOWN,15.0,341.0,Large Office,388934.0,0.0,388934.0,144.0,145.3000031,1192343.75,213.23,1.0,388934.0,89.0,47.79999924,48.79999924,18576900.0,18982748.0,94.0
NonResidential,10062435.0,0.18,Office,47.60403,"Convenience Store without Gas Station, Food Service, Office",-122.33497,0.0,DOWNTOWN,22.0,342.0,Large Office,384302.0,0.0,384302.0,89.30000305,93.0,0.0,70.15,1.0,348969.0,98.0,28.39999962,29.60000038,10062436.0,10471812.0,87.0
NonResidential,13985064.0,2.48,Office,47.6037,"Office, Parking",-122.33447,0.0,DOWNTOWN,17.0,343.0,Large Office,293925.0,84600.0,378525.0,240.8999939,0.0,10921066.0,940.47,1.0,236827.0,69.0,105.1999969,0.0,24906132.0,0.0,58.0
NonResidential,44521844.0,0.24,Office,47.60505,"Office, Parking, Restaurant",-122.33427,161812.0,DOWNTOWN,47.0,345.0,Large Office,1323055.0,0.0,1323055.0,133.5,133.5,0.0,318.97,1.0,1011135.0,94.0,42.59999847,42.59999847,44683660.0,44683660.0,33.0
NonResidential,24603417.0,0.29,Office,47.60567,"Office, Parking, Pre-school/Daycare",-122.33511,0.0,DOWNTOWN,41.0,346.0,Large Office,460489.0,129432.0,589921.0,160.6999969,160.6999969,0.0,171.52,1.0,470416.0,84.0,51.20000076,51.20000076,24603420.0,24603420.0,30.0
NonResidential,1355021.0,0.51,Office,47.60542,"Office, Parking",-122.33588,0.0,DOWNTOWN,6.0,347.0,Small- and Mid-Sized Office,89699.0,1392.0,91091.0,53.90000153,55.0,480784.0,46.56,1.0,89699.0,61.333333333333336,20.5,21.39999962,1835804.875,1916413.75,66.0
NonResidential,3743228.0,0.17,Office,47.60581,"Office, Parking",-122.33664,0.0,DOWNTOWN,8.0,348.0,Large Office,94948.0,62993.0,157941.0,138.5,138.5,0.0,26.1,1.0,84838.0,81.0,44.09999847,44.09999847,3743228.5,3743228.5,48.0
NonResidential,18040489.0,0.22,Office,47.60614,"Office, Parking",-122.33674,0.0,DOWNTOWN,29.0,349.0,Large Office,438072.0,197231.0,635303.0,108.8000031,111.9000015,180731.7969,139.72,1.0,522667.0,95.0,34.90000153,35.90000153,18221224.0,18754466.0,25.0
NonResidential,32457349.0,0.3,Office,47.60655,"Office, Parking",-122.33533,95076.0,DOWNTOWN,34.0,351.0,Large Office,614158.0,162604.0,776762.0,168.3000031,168.3999939,0.0,231.32,1.0,182540.0,95.0,52.70000076,53.90000153,9641043.0,9843217.0,36.0
NonResidential,7486064.0,1.17,Office,47.60671,"Data Center, Office, Parking",-122.33456,0.0,DOWNTOWN,14.0,352.0,Large Office,162993.0,23775.0,186768.0,142.8000031,143.1000061,2154977.5,218.53,1.0,808980.0,89.0,52.70000076,55.5,45163308.0,47518124.0,44.0
NonResidential,38378889.0,0.56,Office,47.60615,"Financial Office, Food Sales, Office, Other, Parking",-122.33388,6784415.0,DOWNTOWN,49.0,353.0,Large Office,754455.0,368980.0,1123435.0,149.0,154.6999969,0.0,627.87,1.0,765351.0,93.0,46.29999924,47.20000076,41213584.0,42071712.0,47.0
NonResidential,41213579.0,0.27,Office,47.60549,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",-122.33319,0.0,DOWNTOWN,37.0,354.0,Large Office,888049.0,164420.0,1052469.0,145.3000031,148.3000031,0.0,287.32,1.0,581558.0,28.0,115.9000015,119.4000015,69519808.0,71568952.0,14.0
NonResidential,68636822.0,0.88,Office,47.60616,"Financial Office, Office, Parking, Retail Store",-122.33165,0.0,DOWNTOWN,42.0,355.0,Large Office,446184.0,171500.0,617684.0,361.2000122,372.0,882983.5,546.65,1.0,161762.0,91.0,44.29999924,47.20000076,8921778.0,9510490.0,43.0
NonResidential,7301810.0,0.87,Office,47.60471,"Non-Refrigerated Warehouse, Office, Retail Store",-122.33261,0.0,DOWNTOWN,8.0,356.0,Large Office,201480.0,0.0,201480.0,123.5,129.3999939,1619966.875,175.95,1.0,1191115.0,89.0,50.40000153,50.40000153,61576184.0,61576184.0,109.0
NonResidential,61576180.0,0.32,Office,47.60501,"Office, Parking",-122.32988,0.0,DOWNTOWN,63.0,357.0,Large Office,1195387.0,159600.0,1354987.0,158.1000061,158.1000061,0.0,429.27,1.0,269284.0,54.666666666666664,71.0,73.59999847,21169502.0,21960822.0,26.0
NonResidential,16124036.0,1.23,Office,47.60421,"Data Center, Office, Other",-122.32919,5045465.0,DOWNTOWN,14.0,358.0,Large Office,310490.0,0.0,310490.0,187.5,189.5,0.0,380.37,1.0,160418.0,69.0,73.19999695,77.40000153,13214416.0,13972700.0,15.0
NonResidential,8738965.0,1.5,Office,47.60377,"Office, Other, Parking, Restaurant",-122.32971,4475451.0,DOWNTOWN,8.0,359.0,Large Office,168870.0,30660.0,199530.0,178.1000061,181.0,0.0,298.61,1.0,319539.0,98.0,43.29999924,43.40000153,13843866.0,13862720.0,13.0
NonResidential,11248986.0,0.58,Office,47.60249,"Office, Parking",-122.32854,2594878.0,DOWNTOWN,13.0,360.0,Large Office,319539.0,52703.0,372242.0,119.0999985,116.9000015,0.0,216.24,1.0,96582.0,99.0,28.39999962,30.79999924,2746560.75,2970604.25,10.0
NonResidential,1640689.0,0.61,Office,47.60193,Office,-122.32812,1105871.0,DOWNTOWN,7.0,361.0,Large Office,106099.0,8296.0,114395.0,65.40000153,67.80000305,0.0,70.17,1.0,89200.0,83.0,72.40000153,75.19999695,6461937.0,6707359.5,107.0
NonResidential,5499125.0,1.0,Retail Store,47.66024,Retail Store,-122.31278,962811.0,NORTHEAST,2.0,363.0,Retail Store,89200.0,0.0,89200.0,204.8999939,206.8000031,0.0,89.47,1.0,474546.0,77.0,60.0,63.20000076,28450436.0,29997380.0,38.0
NonResidential,28450433.0,0.42,Office,47.66072,Office,-122.31466,0.0,NORTHEAST,23.0,364.0,Large Office,474546.0,0.0,474546.0,188.3000031,198.5,0.0,198.34,1.0,36000.0,96.0,834.4000244,834.4000244,30038490.0,30038490.0,45.0
NonResidential,30038487.0,5.82,Data Center,47.6606,Data Center,-122.31512,0.0,NORTHEAST,5.0,365.0,Other,36000.0,0.0,36000.0,2620.0,2620.0,0.0,209.41,0.0,79555.0,70.0,59.40000153,63.0,4728488.5,5008123.5,47.0
NonResidential,2863212.0,1.2,Office,47.661,Office,-122.31626,1865277.0,NORTHEAST,5.0,366.0,Small- and Mid-Sized Office,99005.0,0.0,99005.0,137.6000061,140.6999969,0.0,119.03,1.0,95943.0,88.0,46.09999847,46.09999847,4426136.0,4426136.0,55.0
NonResidential,4426136.0,0.23,Office,47.66065,"Office, Parking",-122.31689,0.0,NORTHEAST,6.0,367.0,Large Office,90803.0,44248.0,135051.0,144.8999939,144.8999939,0.0,30.86,1.0,145754.0,93.0,48.29999924,48.29999924,7046345.5,7046345.5,14.0
NonResidential,7046345.0,0.22,Office,47.65999,"Office, Parking",-122.31741,0.0,NORTHEAST,5.0,368.0,Large Office,137929.0,82720.0,220649.0,151.8000031,151.8000031,0.0,49.12,1.0,93660.0,83.33333333333333,9.300000191,10.0,873221.875,940359.1875,14.0
NonResidential,873222.0,0.07,Self-Storage Facility,47.61591,Self-Storage Facility,-122.33238,0.0,DOWNTOWN,5.0,369.0,Self-Storage Facility,93660.0,0.0,93660.0,29.29999924,31.5,0.0,6.09,1.0,348270.0,79.0,69.59999847,69.59999847,24224888.0,24224888.0,52.0
NonResidential,24224886.0,0.41,Office,47.61597,"Office, Parking",-122.33086,0.0,DOWNTOWN,18.0,370.0,Large Office,349055.0,64660.0,413715.0,218.3999939,218.3999939,0.0,168.88,1.0,182820.0,94.0,48.40000153,49.20000076,9765777.0,9944328.0,36.0
NonResidential,9671822.0,0.19,Parking,47.6177,"Fitness Center/Health Club/Gym, Office, Parking",-122.3306,93954.0,DOWNTOWN,11.0,371.0,Mixed Use Property,185760.0,195621.0,381381.0,150.8999939,153.5,0.0,72.42,1.0,367623.0,65.0,73.0,0.0,26823218.0,0.0,16.0
NonResidential,26602310.0,0.4,Office,47.61695,"Office, Parking",-122.32965,220905.0,DOWNTOWN,20.0,372.0,Large Office,378769.0,118744.0,497513.0,227.8999939,0.0,0.0,197.19,1.0,424044.0,79.0,59.70000076,61.70000076,25307744.0,26144226.0,28.0
NonResidential,25307741.0,0.32,Office,47.61431,"Office, Parking",-122.34244,0.0,DOWNTOWN,24.0,373.0,Large Office,427155.0,116721.0,543876.0,187.3999939,193.6000061,0.0,176.43,1.0,42389.0,74.0,116.3000031,118.5999985,8218155.5,8381544.5,37.0
NonResidential,7484659.0,0.83,Laboratory,47.6177,"Laboratory, Office, Parking",-122.3545,733496.0,DOWNTOWN,4.0,374.0,Mixed Use Property,70647.0,38700.0,109347.0,343.6000061,346.0,0.0,91.13,1.0,274002.0,64.0,74.30000305,73.59999847,20361158.0,20179120.0,36.0
NonResidential,20361156.0,0.36,Office,47.6182,"Office, Parking",-122.352,0.0,DOWNTOWN,6.0,375.0,Large Office,272410.0,124216.0,396626.0,233.3000031,231.1999969,0.0,141.95,1.0,191814.0,74.0,74.90000153,74.90000153,14913424.0,14913424.0,34.0
NonResidential,14913422.0,0.36,Office,47.61598,"Office, Other, Other - Restaurant/Bar, Parking",-122.34369,0.0,DOWNTOWN,6.0,376.0,Large Office,203880.0,83591.0,287471.0,235.1000061,235.1000061,0.0,103.97,1.0,146157.0,94.0,36.70000076,38.09999847,5357833.0,5569686.0,14.0
NonResidential,5169641.0,0.24,Office,47.61734,"Office, Parking",-122.34434,188191.0,DOWNTOWN,3.0,377.0,Large Office,144118.0,48512.0,192630.0,112.4000015,117.0,0.0,46.03,1.0,158681.0,3.0,161.1999969,161.1999969,29949248.0,29949248.0,69.0
NonResidential,29949243.0,0.82,Office,47.6176,"Laboratory, Office, Other, Parking",-122.35686,0.0,DOWNTOWN,8.0,379.0,Large Office,191117.0,61986.0,253103.0,506.1000061,506.1000061,0.0,208.79,1.0,61666.0,54.0,231.8000031,239.0,14293972.0,14736775.0,32.0
NonResidential,8125218.0,6.31,Supermarket/Grocery Store,47.7019,Supermarket/Grocery Store,-122.36374,6168753.0,NORTHWEST,1.0,381.0,Supermarket / Grocery Store,60880.0,0.0,60880.0,518.7999878,523.5999756,0.0,384.27,1.0,50328.0,77.0,46.59999847,46.59999847,2933288.75,2933288.75,60.0
NonResidential,2836654.0,0.5,Office,47.60227,"Office, Other, Restaurant",-122.33202,96634.0,DOWNTOWN,5.0,382.0,Small- and Mid-Sized Office,50176.0,0.0,50176.0,143.1999969,143.1999969,0.0,24.91,1.0,245028.0,72.0,88.40000153,94.5,23262244.0,24880988.0,116.0
NonResidential,11239744.0,2.44,Office,47.60198,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",-122.33174,11008077.0,DOWNTOWN,42.0,383.0,Large Office,304346.0,0.0,304346.0,182.6000061,189.1000061,1014422.375,741.3,1.0,119200.0,97.0,14.0,16.29999924,1809101.5,2098949.75,104.0
NonResidential,371850.0,0.61,Non-Refrigerated Warehouse,47.54066,"Non-Refrigerated Warehouse, Other",-122.33023,1437252.0,GREATER DUWAMISH,1.0,384.0,Warehouse,128800.0,0.0,128800.0,20.79999924,23.29999924,0.0,78.92,1.0,166919.0,76.0,60.40000153,62.29999924,13656587.0,14072349.0,39.0
NonResidential,9955956.0,1.1,Office,47.60932,"Office, Performing Arts, Retail Store",-122.33388,0.0,DOWNTOWN,8.0,385.0,Large Office,321945.0,0.0,321945.0,158.0,160.1999969,3700629.75,355.05,1.0,256299.0,77.0,71.90000153,74.80000305,18967014.0,19730534.0,89.0
NonResidential,13134207.0,1.58,Office,47.60842,"Office, Other - Restaurant/Bar, Parking",-122.33305,462194.0,DOWNTOWN,22.0,386.0,Large Office,336330.0,0.0,336330.0,182.6999969,186.1999969,5370612.0,530.66,1.0,286538.0,79.0,90.69999695,95.69999695,27076922.0,28559888.0,52.0
NonResidential,14315950.0,3.64,Office,47.60869,"Office, Other - Education, Parking",-122.33588,0.0,DOWNTOWN,21.0,387.0,Large Office,298426.0,0.0,298426.0,202.1000061,206.8999939,12760971.0,1084.79,1.0,718473.0,69.0,62.90000153,62.90000153,48479988.0,48479988.0,56.0
NonResidential,48479982.0,0.53,Office,47.60896,"Financial Office, Office, Other, Parking, Restaurant",-122.33481,0.0,DOWNTOWN,42.0,388.0,Large Office,635824.0,0.0,635824.0,197.6000061,197.6000061,0.0,337.97,1.0,542305.0,45.0,104.1999969,105.1999969,56485204.0,57051236.0,40.0
NonResidential,24078107.0,4.75,Hotel,47.60804,"Hotel, Swimming Pool",-122.33391,3968211.0,DOWNTOWN,12.0,389.0,Hotel,542305.0,0.0,542305.0,210.1999969,209.3999939,28438884.0,2573.75,1.0,191940.0,80.0,40.0,41.40000153,11688601.0,12080064.0,93.0
NonResidential,9933861.0,0.56,Retail Store,47.57936,"Office, Retail Store",-122.29744,1754739.0,SOUTHEAST,2.0,390.0,Retail Store,291940.0,0.0,291940.0,113.1999969,113.9000015,0.0,162.45,0.0,33450.0,42.0,48.29999924,53.0,4383100.5,4811200.0,36.0
NonResidential,2530658.0,1.31,Non-Refrigerated Warehouse,47.52871,"Distribution Center, Non-Refrigerated Warehouse, Office",-122.29443,1852442.0,GREATER DUWAMISH,1.0,391.0,Mixed Use Property,88400.0,0.0,88400.0,109.0,113.9000015,0.0,116.03,1.0,51116.0,96.0,18.20000076,21.70000076,930611.875,1109137.125,46.0
NonResidential,16765.0,0.93,Non-Refrigerated Warehouse,47.72912,Non-Refrigerated Warehouse,-122.34677,913847.0,NORTHWEST,1.0,392.0,Warehouse,52311.0,0.0,52311.0,19.79999924,23.5,0.0,48.65,1.0,74831.0,64.0,43.09999847,43.09999847,3085814.0,3085814.0,56.0
NonResidential,3085813.0,0.15,Parking,47.62323,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",-122.33028,0.0,LAKE UNION,5.0,393.0,Other,71421.0,69710.0,141131.0,135.1999969,135.1999969,0.0,21.51,1.0,103494.0,60.0,56.09999847,56.09999847,5803409.0,5803409.0,7.0
NonResidential,5803409.0,0.23,Office,47.62333,"Office, Parking",-122.3296,0.0,LAKE UNION,5.0,394.0,Large Office,106465.0,70067.0,176532.0,176.1000061,176.1000061,0.0,40.46,1.0,49395.0,2.0,72.19999695,76.80000305,3989399.0,4243867.0,15.0
NonResidential,3064777.0,1.34,Non-Refrigerated Warehouse,47.65825,"Non-Refrigerated Warehouse, Office",-122.3683,924621.0,BALLARD,1.0,395.0,Warehouse,52500.0,0.0,52500.0,191.8000031,196.6000061,0.0,70.47,1.0,29001.0,55.0,79.59999847,88.90000153,4560492.0,5095134.5,43.0
NonResidential,1853914.0,2.73,Non-Refrigerated Warehouse,47.66587,"Non-Refrigerated Warehouse, Office",-122.38476,2706578.0,BALLARD,2.0,396.0,Warehouse,57300.0,0.0,57300.0,151.1999969,161.0,0.0,156.67,1.0,305233.0,90.0,53.29999924,53.29999924,18102026.0,18102026.0,57.0
NonResidential,15974366.0,0.64,Office,47.61429,"College/University, Office, Restaurant",-122.35263,2127656.0,DOWNTOWN,6.0,398.0,Large Office,350310.0,0.0,350310.0,154.1999969,154.1999969,0.0,224.36,1.0,994116.0,92.0,46.70000076,48.5,53079164.0,55140300.0,100.0
NonResidential,49472833.0,0.42,Office,47.60723,"Office, Other, Parking, Restaurant",-122.33611,1426840.0,DOWNTOWN,55.0,399.0,Large Office,1115000.0,285000.0,1400000.0,140.1999969,145.3000031,2179487.75,588.9,1.0,310000.0,58.0,108.8000031,111.4000015,33729336.0,34527356.0,28.0
NonResidential,14578058.0,4.94,Hotel,47.60968,Hotel,-122.33379,2866705.0,DOWNTOWN,21.0,401.0,Hotel,305548.0,0.0,305548.0,220.6000061,222.1999969,16284570.0,1510.85,1.0,1002403.0,89.0,51.90000153,53.59999847,56606136.0,58506844.0,86.0
NonResidential,53668061.0,0.35,Office,47.61054,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",-122.33466,2938070.0,DOWNTOWN,46.0,402.0,Large Office,1023998.0,512608.0,1536606.0,157.3000031,162.6999969,0.0,530.18,1.0,144570.0,91.0,44.40000153,46.79999924,6423556.5,6771618.5,27.0
NonResidential,4302353.0,1.43,Office,47.61003,Office,-122.33452,0.0,DOWNTOWN,10.0,403.0,Large Office,135918.0,0.0,135918.0,111.0999985,114.0,2121203.0,193.72,1.0,35694.0,25.0,80.30000305,79.09999847,5252131.0,5171529.0,58.0
NonResidential,5252130.0,0.46,Retail Store,47.61159,"Office, Retail Store",-122.33601,0.0,DOWNTOWN,4.0,404.0,Retail Store,79957.0,0.0,79957.0,252.1000061,248.1999969,0.0,36.61,1.0,62512.0,71.0,63.5,63.5,7711757.5,7711757.5,102.0
NonResidential,6039805.0,1.16,Office,47.61166,"Non-Refrigerated Warehouse, Office, Retail Store",-122.33528,957428.0,DOWNTOWN,4.0,405.0,Large Office,127268.0,0.0,127268.0,171.5,171.5,714523.6875,148.11,1.0,411301.0,93.0,44.29999924,45.20000076,18848780.0,19249572.0,95.0
NonResidential,18848777.0,0.26,Office,47.61125,"Office, Parking, Retail Store",-122.33494,0.0,DOWNTOWN,29.0,406.0,Large Office,500000.0,0.0,500000.0,139.0,141.8999939,0.0,131.4,0.0,92006.0,72.0,52.70000076,53.70000076,6029020.0,6146691.5,33.0
NonResidential,5698221.0,0.49,Office,47.61005,"Office, Other, Retail Store",-122.3361,2551.0,DOWNTOWN,10.0,408.0,Large Office,132326.0,0.0,132326.0,159.8000031,163.0,328247.0938,65.2,1.0,83485.0,45.0,87.90000153,87.90000153,7335905.5,7335905.5,90.0
NonResidential,7335905.0,0.47,Office,47.61033,"Office, Other, Parking, Retail Store",-122.3357,0.0,DOWNTOWN,6.0,409.0,Large Office,96630.0,13200.0,109830.0,275.8999939,275.8999939,0.0,51.14,0.0,332067.0,6.0,113.8000031,114.4000015,37785552.0,37984148.0,32.0
NonResidential,19800542.0,4.42,Hotel,47.60996,Hotel,-122.33572,2398995.0,DOWNTOWN,19.0,410.0,Hotel,272787.0,59280.0,332067.0,251.3000031,249.3000031,15586014.0,1468.5,1.0,87391.0,49.0,89.30000305,90.40000153,11651200.0,11792293.0,43.0
NonResidential,6846996.0,2.44,Office,47.60991,"Office, Restaurant, Retail Store",-122.33687,4173175.0,DOWNTOWN,10.0,411.0,Large Office,130513.0,0.0,130513.0,204.1000061,205.3999939,631029.0,318.08,1.0,41958.0,32.333333333333336,55.29999924,55.29999924,2586116.0,2586116.0,106.0
NonResidential,2586116.0,0.3,Office,47.60953,"Office, Retail Store",-122.33647,0.0,DOWNTOWN,8.0,412.0,Small- and Mid-Sized Office,60660.0,0.0,60660.0,173.6999969,173.6999969,0.0,18.03,1.0,124508.0,89.0,51.09999847,54.79999924,6366084.5,6825027.0,96.0
NonResidential,4107229.0,1.48,Office,47.60902,Office,-122.33674,0.0,DOWNTOWN,14.0,413.0,Large Office,137350.0,0.0,137350.0,125.4000015,129.1999969,2258855.25,202.99,1.0,125473.0,84.0,43.40000153,0.0,5446624.0,0.0,87.0
NonResidential,2596546.0,1.58,Office,47.60923,Office,-122.33625,0.0,DOWNTOWN,15.0,414.0,Large Office,151039.0,0.0,151039.0,92.30000305,0.0,2850077.75,238.09,1.0,643083.0,72.0,78.09999847,80.69999695,52226204.0,53974556.0,87.0
NonResidential,43199963.0,1.05,Office,47.61022,"Bank Branch, Office, Other, Parking, Restaurant",-122.33745,8506844.0,DOWNTOWN,30.0,415.0,Large Office,620338.0,134662.0,755000.0,217.1000061,224.3000031,519390.0,793.05,1.0,56747.0,72.0,62.0,62.79999924,3518459.5,3564626.75,31.0
NonResidential,2428286.0,1.18,Office,47.60995,Office,-122.33904,1090173.0,DOWNTOWN,4.0,416.0,Small- and Mid-Sized Office,63540.0,0.0,63540.0,154.5,155.3999939,0.0,74.83,1.0,87925.0,80.0,57.20000076,58.79999924,6962073.0,7163323.5,110.0
NonResidential,6962072.0,0.37,Office,47.60987,"Medical Office, Office, Supermarket/Grocery Store",-122.33824,0.0,DOWNTOWN,10.0,417.0,Large Office,130893.0,0.0,130893.0,179.6000061,184.8000031,0.0,48.54,1.0,39960.0,54.666666666666664,37.70000076,37.29999924,3009463.75,2977095.25,89.0
NonResidential,3009464.0,0.26,Office,47.60821,"Office, Other, Retail Store",-122.33899,0.0,DOWNTOWN,5.0,418.0,Mixed Use Property,79920.0,0.0,79920.0,118.1999969,117.0,0.0,20.98,1.0,44078.0,62.666666666666664,122.8000031,122.3000031,14940504.0,14879755.0,106.0
Campus,10344729.0,2.3,Retail Store,47.60881,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",-122.34119,4595774.0,DOWNTOWN,4.0,419.0,Mixed Use Property,137400.0,0.0,137400.0,306.6000061,305.0,0.0,316.2,1.0,64821.0,78.66666666666667,157.5,157.5,9671619.0,9671619.0,108.0
NonResidential,7122619.0,1.25,Parking,47.61164,"Office, Other - Restaurant/Bar, Parking, Retail Store",-122.33446,2548999.0,DOWNTOWN,6.0,420.0,Other,61423.0,86429.0,147852.0,407.7000122,407.7000122,0.0,185.03,0.0,166960.0,77.33333333333333,74.69999695,75.80000305,7273155.5,7378420.5,20.0
NonResidential,5169902.0,0.55,Parking,47.61185,"Movie Theater, Other - Restaurant/Bar, Parking",-122.33421,2103253.0,DOWNTOWN,4.0,421.0,Other,100375.0,166960.0,267335.0,189.3999939,188.0,0.0,147.75,1.0,1314475.0,97.0,36.79999924,37.90000153,49517704.0,50984500.0,20.0
NonResidential,46081813.0,0.33,Office,47.61043,"Office, Other, Parking",-122.33206,2520230.0,DOWNTOWN,56.0,422.0,Large Office,1215718.0,389860.0,1605578.0,110.3000031,113.3000031,915654.875,525.78,1.0,748011.0,96.0,35.20000076,36.09999847,26689658.0,27340878.0,27.0
NonResidential,26031451.0,0.27,Office,47.60967,"Office, Other, Parking",-122.33229,658204.0,DOWNTOWN,36.0,423.0,Large Office,794592.0,0.0,794592.0,108.6999969,111.4000015,0.0,216.43,1.0,342952.0,74.0,56.59999847,59.5,19397324.0,20421248.0,36.0
NonResidential,19397322.0,0.3,Office,47.60909,"Office, Parking",-122.33202,0.0,DOWNTOWN,21.0,424.0,Large Office,363100.0,93204.0,456304.0,177.6000061,187.0,0.0,135.23,1.0,104788.0,89.0,45.20000076,45.20000076,4757299.5,4757299.5,45.0
NonResidential,4757299.0,0.29,Office,47.61029,"Office, Parking, Restaurant",-122.34089,0.0,DOWNTOWN,12.0,425.0,Large Office,100717.0,15140.0,115857.0,141.8000031,141.8000031,0.0,33.17,1.0,70090.0,72.0,63.40000153,63.40000153,4549892.0,4549892.0,30.0
NonResidential,4549891.0,0.36,Office,47.61116,"Office, Other",-122.34748,0.0,DOWNTOWN,4.0,426.0,Small- and Mid-Sized Office,70000.0,17500.0,87500.0,199.1000061,199.1000061,0.0,31.72,1.0,150969.0,72.0,69.09999847,69.09999847,13329024.0,13329024.0,17.0
NonResidential,13329022.0,0.25,Office,47.6117,"Laboratory, Office",-122.34778,0.0,DOWNTOWN,11.0,427.0,Large Office,189629.0,184776.0,374405.0,217.1000061,217.1000061,0.0,92.92,1.0,146689.0,34.333333333333336,98.40000153,98.40000153,14436982.0,14436982.0,18.0
NonResidential,14436981.0,0.52,Other,47.61252,Other,-122.34351,0.0,DOWNTOWN,12.0,428.0,Other,155500.0,38000.0,193500.0,309.0,309.0,0.0,100.65,1.0,93879.0,96.0,52.5,59.70000076,5327249.5,6047637.0,31.0
NonResidential,1846369.0,2.74,Office,47.61108,"Office, Retail Store",-122.34217,0.0,DOWNTOWN,11.0,429.0,Large Office,102846.0,0.0,102846.0,98.5,107.0,3480880.75,281.55,1.0,38880.0,83.0,46.90000153,48.20000076,2429021.0,2500323.75,93.0
NonResidential,1831932.0,0.84,Office,47.61304,"Office, Restaurant",-122.34059,597088.0,DOWNTOWN,4.0,430.0,Small- and Mid-Sized Office,52800.0,0.0,52800.0,123.0999985,123.6999969,0.0,44.48,3.0,155000.0,57.0,77.30000305,80.09999847,20779796.0,21536130.0,91.0
Campus,16877013.0,1.62,Parking,47.61229,"Data Center, Office, Parking, Restaurant, Retail Store",-122.33903,0.0,DOWNTOWN,10.0,432.0,Mixed Use Property,258497.0,0.0,258497.0,214.6000061,218.0,3902781.25,418.9,1.0,509342.0,40.333333333333336,19.89999962,19.89999962,17666646.0,17666646.0,103.0
NonResidential,14736955.0,0.38,Retail Store,47.61098,"Other, Retail Store",-122.33815,1753.0,DOWNTOWN,8.0,433.0,Retail Store,861702.0,0.0,861702.0,56.0,56.0,2927935.25,328.83,1.0,206950.0,58.333333333333336,93.19999695,92.30000305,19295226.0,19105426.0,87.0
NonResidential,17663475.0,1.2,Other,47.61,Other,-122.32922,0.0,EAST,5.0,434.0,Other,109550.0,97400.0,206950.0,277.5,272.7000122,1631750.25,249.09,1.0,1072000.0,100.0,8.933333079999999,0.0,0.0,0.0,17.0
NonResidential,2722116.0,2.8,Urgent Care/Clinic/Other Outpatient,47.61048,Urgent Care/Clinic/Other Outpatient,-122.32837,0.0,EAST,9.0,436.0,Other,46710.0,0.0,46710.0,220.3000031,229.6000061,1447314.625,130.69,1.0,162000.0,65.0,85.90000153,86.5,13911761.0,14009703.0,28.0
